outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction,,,,,,,,,
case,22-Apr,202215,all_ages_adj,all_types,106545,145443813.2,62683,54891194.9,73.25509257,114.195,1.558867731,74.59638979,139.8401262,1.874623244,0,,,,,,,,,
case,22-Apr,202216,11-May,all_types,4315,5294759,7240,13706418,81.49568281,52.82196997,0.648156665,,,,0,,,,,,,,,
case,22-Apr,202216, 12-17,all_types,4828,9874308,4717,6549736,48.89456557,72.01816989,1.472927902,,,,0,,,,,,,,,
case,22-Apr,202216,18-29,all_types,21731,22509147,19091,11985900,96.54297429,159.2788193,1.649822998,,,,1,,,,,,,,,
case,22-Apr,202216,30-49,all_types,39527,41442314,23887,12827771.05,95.37836135,186.2131769,1.952362929,,,,1,,,,,,,,,
case,22-Apr,202216,50-64,all_types,28136,34116732,12496,6493850.7,82.4697981,192.4281998,2.333317217,,,,1,,,,,,,,,
case,22-Apr,202216,65-79,all_types,18816,25073287.2,6642,2126409.2,75.04400939,312.357565,4.162325116,,,,1,,,,,,,,,
case,22-Apr,202216,80+,all_types,6691,7354966,2480,1045267.95,90.97254834,237.259738,2.608036626,,,,1,,,,,,,,,
case,22-Apr,202216,all_ages_adj,Janssen,6897,11045653,76553,54735352.9,62.44085343,139.8602474,2.239883662,52.07494573,171.7647591,3.298414558,0,,,,,,,,,
case,22-Apr,202216,all_ages_adj,Moderna,41388,50533487,76553,54735352.9,81.90212561,139.8602474,1.707651009,77.00043137,171.7647591,2.23069866,0,,,,,,,,,
case,22-Apr,202216,all_ages_adj,Pfizer,75594,84105084,76553,54735352.9,89.88041674,139.8602474,1.556070304,91.44818443,171.7647591,1.878274131,0,,,,,,,,,
case,22-Apr,202216,all_ages_adj,all_types,124044,145665513.2,76553,54735352.9,85.15673839,139.8602474,1.642386147,85.48458359,171.7647591,2.009306847,0,,,,,,,,,
case,22-Apr,202217,11-May,all_types,6346,5325246,10121,13687401,119.1682037,73.94391382,0.620500364,,,,0,,,,,,,,,
case,22-Apr,202217, 12-17,all_types,7423,9893402,6890,6532333,75.02980269,105.4753332,1.405779163,,,,0,,,,,,,,,
case,22-Apr,202217,18-29,all_types,27068,22550696,22601,11939017,120.031772,189.3036923,1.577113202,,,,1,,,,,,,,,
case,22-Apr,202217,30-49,all_types,51051,41466321,29454,12796846.05,123.1143703,230.1660885,1.869530647,,,,1,,,,,,,,,
case,22-Apr,202217,50-64,all_types,36202,34146915,15039,6473110.7,106.0183621,232.3303385,2.191416032,,,,1,,,,,,,,,
case,22-Apr,202217,65-79,all_types,23189,25127841.05,7957,2112225.2,92.28409219,376.7117256,4.082087353,,,,1,,,,,,,,,
case,22-Apr,202217,80+,all_types,8273,7372699,3099,1038509.95,112.2112811,298.4083109,2.659343231,,,,1,,,,,,,,,
case,22-Apr,202217,all_ages_adj,Janssen,8537,11054253,95161,52462473.9,77.22819443,181.3887012,2.348736786,62.59651876,213.3291134,3.408002835,0,,,,,,,,,
case,22-Apr,202217,all_ages_adj,Moderna,52581,50599696,95161,52462473.9,103.9156441,181.3887012,1.745537958,106.9238477,213.3291134,1.995149988,0,,,,,,,,,
case,22-Apr,202217,all_ages_adj,Pfizer,98295,84242574,95161,54579442.9,116.6809077,174.3531904,1.494273518,119.2520648,211.8379045,1.776387728,0,,,,,,,,,
case,22-Apr,202217,all_ages_adj,all_types,159552,145883120.1,95161,54579442.9,109.3697475,174.3531904,1.594162869,111.4808751,211.8379045,1.900217453,0,,,,,,,,,
case,22-May,202218,11-May,all_types,8944,5354633,14194,13661874,167.0329227,103.8949708,0.622002951,,,,0,,,,,,,,,
case,22-May,202218, 12-17,all_types,10510,9907607,9857,6519227,106.0801059,151.1989075,1.425327644,,,,0,,,,,,,,,
case,22-May,202218,18-29,all_types,33607,22575358,28513,11907118,148.8658563,239.4618076,1.608574414,,,,1,,,,,,,,,
case,22-May,202218,30-49,all_types,67307,41493451,38843,12766722.05,162.2111403,304.2519438,1.875653814,,,,1,,,,,,,,,
case,22-May,202218,50-64,all_types,47632,34180166,19990,6453653.7,139.3556719,309.7470197,2.222708379,,,,1,,,,,,,,,
case,22-May,202218,65-79,all_types,29483,25170958.05,10208,2099769.2,117.1310204,486.1486681,4.150468993,,,,1,,,,,,,,,
case,22-May,202218,80+,all_types,9849,7387785,3780,1032786.95,133.3146539,365.9999771,2.745384446,,,,1,,,,,,,,,
case,22-May,202218,all_ages_adj,Janssen,11077,11062090,125385,54441150.9,100.1347847,230.3129121,2.300029034,98.80566197,278.1595679,2.815218909,0,,,,,,,,,
case,22-May,202218,all_ages_adj,Moderna,68405,50661794,125385,54441150.9,135.0228537,230.3129121,1.705732813,136.7299723,278.1595679,2.034371565,0,,,,,,,,,
case,22-May,202218,all_ages_adj,Pfizer,127675,84370047,125385,54441150.9,151.3274018,230.3129121,1.521951143,155.2789776,278.1595679,1.791353679,0,,,,,,,,,
case,22-May,202218,all_ages_adj,all_types,207332,146069958.1,125385,54441150.9,141.9402064,230.3129121,1.622605165,146.0384691,278.1595679,1.904700656,0,,,,,,,,,
case,22-May,202219,11-May,all_types,11353,5381764,18504,13636514,210.9531373,135.6945037,0.643244777,,,,0,,,,,,,,,
case,22-May,202219, 12-17,all_types,13476,9922119,12813,6503049,135.8177623,197.0306544,1.450698723,,,,0,,,,,,,,,
case,22-May,202219,18-29,all_types,38793,22599804,33015,11875076,171.6519311,278.0192733,1.619668777,,,,1,,,,,,,,,
case,22-May,202219,30-49,all_types,82016,41520137,48153,12738142.05,197.5330669,378.0221622,1.913715856,,,,1,,,,,,,,,
case,22-May,202219,50-64,all_types,58595,34211334,25126,6434437.5,171.2736487,390.4925644,2.279933705,,,,1,,,,,,,,,
case,22-May,202219,65-79,all_types,35643,25207371.05,12780,2087565.2,141.3991167,612.1964478,4.329563453,,,,1,,,,,,,,,
case,22-May,202219,80+,all_types,12115,7401648,4719,1027201.95,163.6797643,459.4033335,2.8067204,,,,1,,,,,,,,,
case,22-May,202219,all_ages_adj,Janssen,13523,11069477,155110,52195974.7,122.1647599,297.1685094,2.432522355,100.0093295,348.4485541,3.484160487,0,,,,,,,,,
case,22-May,202219,all_ages_adj,Moderna,82665,50718513,155110,54301985.7,162.9878226,285.6433296,1.752543994,187.4096897,345.7167738,1.844711308,0,,,,,,,,,
case,22-May,202219,all_ages_adj,Pfizer,155564,84488742,155110,54301985.7,184.1239393,285.6433296,1.551364427,188.8810109,345.7167738,1.830341611,0,,,,,,,,,
case,22-May,202219,all_ages_adj,all_types,251991,146244177.1,155110,54301985.7,172.3083989,285.6433296,1.657744668,177.8048919,345.7167738,1.944360305,0,,,,,,,,,
case,22-May,202220,11-May,all_types,10461,5398508,18657,13617991,193.7757617,137.0025872,0.70701612,,,,0,,,,,,,,,
case,22-May,202220, 12-17,all_types,14364,9929764,14248,6492974,144.6560059,219.4371947,1.516958756,,,,0,,,,,,,,,
case,22-May,202220,18-29,all_types,41646,22610293,37270,11856327,184.1904481,314.3469305,1.706640783,,,,1,,,,,,,,,
case,22-May,202220,30-49,all_types,86089,41553357,55124,12707522.05,207.1770038,433.7903156,2.093814987,,,,1,,,,,,,,,
case,22-May,202220,50-64,all_types,62666,34248744,29256,6414533.5,182.9731333,456.0892854,2.492657131,,,,1,,,,,,,,,
case,22-May,202220,65-79,all_types,38122,25239594.05,14619,2075823.2,151.0404641,704.2507281,4.662662632,,,,1,,,,,,,,,
case,22-May,202220,80+,all_types,12747,7413636,5410,1021829.95,171.9399226,529.442301,3.079228448,,,,1,,,,,,,,,
case,22-May,202220,all_ages_adj,Janssen,14238,11076153,174584,54187000.7,128.5464367,322.1879745,2.506393665,106.0530379,394.7770222,3.722448973,0,,,,,,,,,
case,22-May,202220,all_ages_adj,Moderna,87537,50775814,174584,54187000.7,172.3990087,322.1879745,1.868850505,173.6706947,394.7770222,2.273135504,0,,,,,,,,,
case,22-May,202220,all_ages_adj,Pfizer,164056,84595006,174584,54187000.7,193.9310696,322.1879745,1.661353052,197.6051285,394.7770222,1.997807572,0,,,,,,,,,
case,22-May,202220,all_ages_adj,all_types,266095,146393896.1,174584,54187000.7,181.7664583,322.1879745,1.77253811,185.1973727,394.7770222,2.13165563,0,,,,,,,,,
death,21-Apr,202114, 12-17,all_types,0,32463,2,15802836,0,0.012656,,,,,0,,,,,,,,,
death,21-Apr,202114,18-29,all_types,0,2315033,23,28166120,0,0.08165839,,,,,0,,,,,,,,,
death,21-Apr,202114,30-49,all_types,2,6690274,211,37246091,0.0298941,0.566502402,18.95028144,,,,0,,,,,,,,,
death,21-Apr,202114,50-64,all_types,9,6617505,649,20722707,0.13600292,3.131830219,23.02766904,,,,0,,,,,,,,,
death,21-Apr,202114,65-79,all_types,57,13249808,743,6982497,0.430194913,10.64089251,24.73504959,,,,0,,,,,,,,,
death,21-Apr,202114,80+,all_types,73,4505704,570,2291097,1.620168569,24.87891172,15.35575507,,,,0,,,,,,,,,
death,21-Apr,202114,all_ages_adj,Janssen,18,2111708,2198,110687421,0.852390577,1.985772168,2.329650541,0.630773562,2.990350834,4.740767549,0,,,,,,,,,
death,21-Apr,202114,all_ages_adj,Moderna,38,14531169,2198,110687421,0.261506834,1.985772168,7.593576572,0.100332009,2.990350834,29.80455452,0,,,,,,,,,
death,21-Apr,202114,all_ages_adj,Pfizer,85,16720882,2198,111211348,0.50834639,1.976417011,3.887933603,0.174832584,2.990305776,17.10382421,0,,,,,,,,,
death,21-Apr,202114,all_ages_adj,all_types,141,33410787,2198,111211348,0.422019392,1.976417011,4.683237431,0.149220744,2.990305776,20.03947777,0,,,,,,,,,
death,21-Apr,202115, 12-17,all_types,0,49020,4,15560293,0,0.0257065,,,,,0,,,,,,,,,
death,21-Apr,202115,18-29,all_types,0,2894578,33,26469010,0,0.1246741,,,,,0,,,,,,,,,
death,21-Apr,202115,30-49,all_types,3,8220173,204,34433062,0.0364956,0.592453846,16.23357702,,,,0,,,,,,,,,
death,21-Apr,202115,50-64,all_types,16,8510905,555,18828200,0.187994109,2.9477061,15.67977912,,,,0,,,,,,,,,
death,21-Apr,202115,65-79,all_types,51,15018083,775,6416728,0.339590612,12.07780663,35.5657848,,,,0,,,,,,,,,
death,21-Apr,202115,80+,all_types,89,4853455,532,2169662,1.833745239,24.51994827,13.37151298,,,,0,,,,,,,,,
death,21-Apr,202115,all_ages_adj,Janssen,21,2754873,2103,103364501,0.762285594,2.034547625,2.669009676,0.622357962,3.123256214,5.018424131,0,,,,,,,,,
death,21-Apr,202115,all_ages_adj,Moderna,49,16927314,2103,103364501,0.289472978,2.034547625,7.028454386,0.122034436,3.123256214,25.5932367,0,,,,,,,,,
death,21-Apr,202115,all_ages_adj,Pfizer,89,19813109,2103,103876955,0.449197549,2.024510634,4.506949422,0.163477132,3.123165323,19.10460065,0,,,,,,,,,
death,21-Apr,202115,all_ages_adj,all_types,159,39546214,2103,103876955,0.402061244,2.024510634,5.035328979,0.159494478,3.123165323,19.58165172,0,,,,,,,,,
death,21-Apr,202116, 12-17,all_types,0,79207,0,15310955,0,0,,,,,0,,,,,,,,,
death,21-Apr,202116,18-29,all_types,0,3780326,19,25097150,0,0.075705807,,,,,0,,,,,,,,,
death,21-Apr,202116,30-49,all_types,3,10304253,176,32228244,0.0291142,0.546104839,18.75734142,,,,0,,,,,,,,,
death,21-Apr,202116,50-64,all_types,18,11080980,515,17475165,0.162440506,2.947039413,18.14226933,,,,0,,,,,,,,,
death,21-Apr,202116,65-79,all_types,54,16364261,716,5990421,0.329987404,11.95241536,36.22082308,,,,0,,,,,,,,,
death,21-Apr,202116,80+,all_types,89,5129370,485,2075849.55,1.735105871,23.36392828,13.46541941,,,,1,,,,,,,,,
death,21-Apr,202116,all_ages_adj,Janssen,31,4223641,1911,97676882.55,0.733963895,1.956450646,2.665595214,0.614913004,3.033163405,4.932670775,0,,,,,,,,,
death,21-Apr,202116,all_ages_adj,Moderna,51,19391657,1911,97676882.55,0.262999701,1.956450646,7.438984289,0.098709845,3.033163405,30.72807393,0,,,,,,,,,
death,21-Apr,202116,all_ages_adj,Pfizer,82,23065298,1911,98177784.55,0.355512424,1.946468856,5.475107831,0.142211625,3.033163405,21.32851944,0,,,,,,,,,
death,21-Apr,202116,all_ages_adj,all_types,164,46738397,1911,98177784.55,0.350889227,1.946468856,5.547245985,0.147092128,3.033163405,20.62084116,0,,,,,,,,,
death,21-Apr,202117, 12-17,all_types,0,131965,4,15098916,0,0.026492,,,,,0,,,,,,,,,
death,21-Apr,202117,18-29,all_types,0,4746301,19,24019988,0,0.079100789,,,,,0,,,,,,,,,
death,21-Apr,202117,30-49,all_types,3,12499032,169,30518280,0.0240019,0.553766464,23.07181584,,,,0,,,,,,,,,
death,21-Apr,202117,50-64,all_types,24,13834385,464,16354045,0.173480787,2.83721856,16.35465579,,,,0,,,,,,,,,
death,21-Apr,202117,65-79,all_types,63,17296999,562,5647964,0.364225031,9.950488353,27.319617,,,,0,,,,,,,,,
death,21-Apr,202117,80+,all_types,86,5320169,401,2000923.55,1.616490002,20.04074569,12.39769232,,,,1,,,,,,,,,
death,21-Apr,202117,all_ages_adj,Janssen,37,5194004,1619,93146941.55,0.712359867,1.738113966,2.439938079,0.652163828,2.66093097,4.08015725,0,,,,,,,,,
death,21-Apr,202117,all_ages_adj,Moderna,56,22069082,1619,93146941.55,0.253748661,1.738113966,6.849746365,0.087400788,2.66093097,30.44515991,0,,,,,,,,,
death,21-Apr,202117,all_ages_adj,Pfizer,83,26505063,1619,93640116.55,0.313147718,1.72895983,5.521227617,0.145923128,2.660838097,18.23451932,0,,,,,,,,,
death,21-Apr,202117,all_ages_adj,all_types,176,53828851,1619,93640116.55,0.326962208,1.72895983,5.287950061,0.146273165,2.660838097,18.19088346,0,,,,,,,,,
death,21-May,202118, 12-17,all_types,0,226216,2,14953928,0,0.0133744,,,,,0,,,,,,,,,
death,21-May,202118,18-29,all_types,1,5718326,20,23248169,0.0174876,0.08602828,4.919377522,,,,0,,,,,,,,,
death,21-May,202118,30-49,all_types,3,14700607,148,29272967,0.0204073,0.505585922,24.77473313,,,,0,,,,,,,,,
death,21-May,202118,50-64,all_types,30,16459133,382,15515875,0.182269625,2.46199457,13.50743203,,,,0,,,,,,,,,
death,21-May,202118,65-79,all_types,49,17951066,546,5373052,0.272964291,10.16182237,37.22766204,,,,0,,,,,,,,,
death,21-May,202118,80+,all_types,69,5452390,379,1940433.55,1.265500083,19.53171754,15.43399151,,,,1,,,,,,,,,
death,21-May,202118,all_ages_adj,Janssen,23,5211406,1477,89817017.55,0.441339631,1.644454515,3.726052228,0.351881694,2.578377518,7.32739884,0,,,,,,,,,
death,21-May,202118,all_ages_adj,Moderna,56,24912194,1477,89817017.55,0.224789515,1.644454515,7.315530338,0.090288456,2.578377518,28.55711166,0,,,,,,,,,
death,21-May,202118,all_ages_adj,Pfizer,72,30320536,1477,90304424.55,0.237462821,1.635578774,6.887725708,0.125274529,2.578330734,20.58144431,0,,,,,,,,,
death,21-May,202118,all_ages_adj,all_types,152,60507738,1477,90304424.55,0.25120754,1.635578774,6.510866575,0.125534763,2.578330734,20.53877882,0,,,,,,,,,
death,21-May,202119, 12-17,all_types,0,384558,1,14587251,0,0.0068553,,,,,0,,,,,,,,,
death,21-May,202119,18-29,all_types,0,6934091,22,22610702,0,0.097299058,,,,,0,,,,,,,,,
death,21-May,202119,30-49,all_types,2,17091694,130,28306622,0.0117016,0.459256495,39.24735739,,,,0,,,,,,,,,
death,21-May,202119,50-64,all_types,9,18653954,336,14887459,0.0482471,2.256933168,46.7785861,,,,0,,,,,,,,,
death,21-May,202119,65-79,all_types,56,18465669,429,5157311,0.303265481,8.318288348,27.42906416,,,,0,,,,,,,,,
death,21-May,202119,80+,all_types,60,5556047,264,1891542.55,1.079904472,13.95686288,12.92416436,,,,1,,,,,,,,,
death,21-May,202119,all_ages_adj,Janssen,12,5354587,1182,86958337.55,0.22410692,1.359271616,6.06528177,0.208042825,2.094072546,10.0655841,0,,,,,,,,,
death,21-May,202119,all_ages_adj,Moderna,42,27501168,1182,86958337.55,0.152720786,1.359271616,8.90037073,0.065800333,2.094072546,31.82464989,0,,,,,,,,,
death,21-May,202119,all_ages_adj,Pfizer,73,34164388,1182,87440887.55,0.213672787,1.35177036,6.32635713,0.104751426,2.094048196,19.99064151,0,,,,,,,,,
death,21-May,202119,all_ages_adj,all_types,127,67086013,1182,87440887.55,0.189309208,1.35177036,7.14054204,0.090603541,2.094048196,23.11221146,0,,,,,,,,,
death,21-May,202120, 12-17,all_types,0,635557,1,13461514,0,0.00742858,,,,,0,,,,,,,,,
death,21-May,202120,18-29,all_types,1,8434874,13,21913941,0.0118555,0.059323,5.003817524,,,,0,,,,,,,,,
death,21-May,202120,30-49,all_types,1,19601068,105,27252765,0.00510176,0.385282007,75.51938822,,,,0,,,,,,,,,
death,21-May,202120,50-64,all_types,18,20370340,264,14261855,0.088363768,1.851091601,20.94853627,,,,0,,,,,,,,,
death,21-May,202120,65-79,all_types,53,18902018,396,4953746.2,0.280393342,7.993950114,28.5097715,,,,1,,,,,,,,,
death,21-May,202120,80+,all_types,60,5644044,214,1847405.55,1.063067545,11.58381277,10.89659149,,,,1,,,,,,,,,
death,21-May,202120,all_ages_adj,Janssen,22,5681583,993,83254014.75,0.387216028,1.192735273,3.080283841,0.345137658,1.854013645,5.371809195,0,,,,,,,,,
death,21-May,202120,all_ages_adj,Moderna,55,29676349,993,83254014.75,0.185332771,1.192735273,6.435641495,0.084784494,1.854013645,21.86736696,0,,,,,,,,,
death,21-May,202120,all_ages_adj,Pfizer,56,38161111,993,83691226.75,0.146746252,1.186504295,8.085414662,0.082325079,1.853987754,22.52032766,0,,,,,,,,,
death,21-May,202120,all_ages_adj,all_types,133,73587901,993,83691226.75,0.180736233,1.186504295,6.564839143,0.094475805,1.853987754,19.62394246,0,,,,,,,,,
death,21-May,202121, 12-17,all_types,0,876916,1,12842456,0,0.00778667,,,,,0,,,,,,,,,
death,21-May,202121,18-29,all_types,1,9772993,7,21339140,0.0102323,0.0328036,3.205890725,,,,0,,,,,,,,,
death,21-May,202121,30-49,all_types,0,21704703,81,26417528,0,0.306614608,,,,,0,,,,,,,,,
death,21-May,202121,50-64,all_types,19,21642454,213,13779936,0.087790414,1.545725611,17.6069976,,,,0,,,,,,,,,
death,21-May,202121,65-79,all_types,41,19252305,314,4794769.2,0.212961513,6.548803225,30.75111148,,,,1,,,,,,,,,
death,21-May,202121,80+,all_types,44,5718189,192,1812415.55,0.769474391,10.59359704,13.76731592,,,,1,,,,,,,,,
death,21-May,202121,all_ages_adj,Janssen,13,5999246,808,80577663.75,0.216693898,1.002759279,4.627538149,0.206503085,1.562395508,7.565966908,0,,,,,,,,,
death,21-May,202121,all_ages_adj,Moderna,38,31752395,808,80577663.75,0.119676012,1.002759279,8.378949662,0.0590645,1.562395508,26.45234113,0,,,,,,,,,
death,21-May,202121,all_ages_adj,Pfizer,54,41145726,808,80986244.75,0.131240849,0.997700292,7.602056079,0.077573707,1.562368942,20.14044458,0,,,,,,,,,
death,21-May,202121,all_ages_adj,all_types,105,78967560,808,80986244.75,0.132965993,0.997700292,7.503424537,0.072778515,1.562368942,21.46744725,0,,,,,,,,,
death,21-Jun,202122, 12-17,all_types,0,1105516,0,12443093,0,0,,,,,0,,,,,,,,,
death,21-Jun,202122,18-29,all_types,0,10814862,8,20939622,0,0.0382051,,,,,0,,,,,,,,,
death,21-Jun,202122,30-49,all_types,1,23374205,84,25822544,0.00427822,0.325297151,76.03562298,,,,0,,,,,,,,,
death,21-Jun,202122,50-64,all_types,18,22650197,196,13440998,0.079469507,1.458225051,18.34949149,,,,0,,,,,,,,,
death,21-Jun,202122,65-79,all_types,33,19546809,241,4684880.2,0.16882551,5.144208383,30.47056325,,,,1,,,,,,,,,
death,21-Jun,202122,80+,all_types,51,5782608,127,1788755.55,0.881954993,7.09990809,8.0501932,,,,1,,,,,,,,,
death,21-Jun,202122,all_ages_adj,Janssen,14,6323012,656,78729394.75,0.221413466,0.833233892,3.763248498,0.227677587,1.255211267,5.513108629,0,,,,,,,,,
death,21-Jun,202122,all_ages_adj,Moderna,33,33510688,656,78729394.75,0.098476044,0.833233892,8.461285147,0.0480334,1.255211267,26.13206209,0,,,,,,,,,
death,21-Jun,202122,all_ages_adj,Pfizer,55,43369141,656,79119892.75,0.126818283,0.829121447,6.537869993,0.079623569,1.255211267,15.764318,0,,,,,,,,,
death,21-Jun,202122,all_ages_adj,all_types,103,83274197,656,79119892.75,0.123687773,0.829121447,6.703342015,0.070444669,1.255211267,17.81839957,0,,,,,,,,,
death,21-Jun,202123, 12-17,all_types,0,1295173,0,12084642,0,0,,,,,0,,,,,,,,,
death,21-Jun,202123,18-29,all_types,0,11548273,10,20571745,0,0.0486104,,,,,0,,,,,,,,,
death,21-Jun,202123,30-49,all_types,1,24541006,83,25277088,0.00407481,0.328360609,80.58299667,,,,0,,,,,,,,,
death,21-Jun,202123,50-64,all_types,14,23380662,197,13138766,0.0598785,1.499379774,25.04035122,,,,0,,,,,,,,,
death,21-Jun,202123,65-79,all_types,36,19775406,205,4585201.6,0.182044303,4.470904834,24.55943286,,,,1,,,,,,,,,
death,21-Jun,202123,80+,all_types,42,5833541,127,1766004.55,0.719974369,7.19137445,9.988375643,,,,1,,,,,,,,,
death,21-Jun,202123,all_ages_adj,Janssen,7,6620640,622,77049971.15,0.10572996,0.80726831,7.635189806,0.100586061,1.193860943,11.86904955,0,,,,,,,,,
death,21-Jun,202123,all_ages_adj,Moderna,29,34837857,622,77049971.15,0.083242778,0.80726831,9.697757913,0.041744,1.193860943,28.59957827,0,,,,,,,,,
death,21-Jun,202123,all_ages_adj,Pfizer,57,44843228,622,77423447.15,0.127109494,0.803374201,6.320332012,0.077389905,1.193860943,15.42657197,0,,,,,,,,,
death,21-Jun,202123,all_ages_adj,all_types,93,86374061,622,77423447.15,0.107671214,0.803374201,7.461364758,0.0617848,1.193860943,19.32289865,0,,,,,,,,,
death,21-Jun,202124, 12-17,all_types,0,1677134,1,11805432,0,0.0084707,,,,,0,,,,,,,,,
death,21-Jun,202124,18-29,all_types,0,12061337,13,20247088,0,0.064206764,,,,,0,,,,,,,,,
death,21-Jun,202124,30-49,all_types,4,25336587,81,24803663,0.0157874,0.326564669,20.68508537,,,,0,,,,,,,,,
death,21-Jun,202124,50-64,all_types,14,23874534,185,12881797,0.0586399,1.436135036,24.49075339,,,,0,,,,,,,,,
death,21-Jun,202124,65-79,all_types,42,19938401,211,4501676.6,0.210648788,4.687142564,22.25098285,,,,1,,,,,,,,,
death,21-Jun,202124,80+,all_types,60,5869763,133,1746699.55,1.022187778,7.614360466,7.449081889,,,,1,,,,,,,,,
death,21-Jun,202124,all_ages_adj,Janssen,17,6840589,624,75626895.15,0.248516612,0.82510329,3.320113229,0.243029904,1.226990096,5.048720665,0,,,,,,,,,
death,21-Jun,202124,all_ages_adj,Moderna,32,35721197,624,75626895.15,0.089582664,0.82510329,9.210524115,0.0489432,1.226990096,25.06969134,0,,,,,,,,,
death,21-Jun,202124,all_ages_adj,Pfizer,71,46122552,624,75986356.15,0.153937709,0.821200057,5.33462568,0.100919367,1.226962477,12.15784947,0,,,,,,,,,
death,21-Jun,202124,all_ages_adj,all_types,120,88757756,624,75986356.15,0.135199452,0.821200057,6.073989524,0.0812666,1.226962477,15.09799196,0,,,,,,,,,
death,21-Jun,202125, 12-17,all_types,0,2689622,0,11492363,0,0,,,,,0,,,,,,,,,
death,21-Jun,202125,18-29,all_types,0,12570259,12,19951213,0,0.0601467,,,,,0,,,,,,,,,
death,21-Jun,202125,30-49,all_types,3,26098108,96,24376818,0.0114951,0.393816781,34.25957629,,,,0,,,,,,,,,
death,21-Jun,202125,50-64,all_types,20,24320944,215,12643402,0.08223365,1.700491687,20.67878155,,,,0,,,,,,,,,
death,21-Jun,202125,65-79,all_types,56,20086025,248,4423604.6,0.278800808,5.606287687,20.10857761,,,,1,,,,,,,,,
death,21-Jun,202125,80+,all_types,57,5902735,132,1728835.55,0.965654057,7.635196997,7.906762201,,,,1,,,,,,,,,
death,21-Jun,202125,all_ages_adj,Janssen,21,7062643,703,74270050.15,0.297339112,0.946545746,3.183387945,0.28167563,1.402071199,4.977609168,0,,,,,,,,,
death,21-Jun,202125,all_ages_adj,Moderna,44,36408012,703,74270050.15,0.12085252,0.946545746,7.832238379,0.0611211,1.402071199,22.93924257,0,,,,,,,,,
death,21-Jun,202125,all_ages_adj,Pfizer,70,48122840,703,74616236.15,0.145461074,0.942154196,6.477019378,0.096374413,1.402071199,14.54816849,0,,,,,,,,,
death,21-Jun,202125,all_ages_adj,all_types,136,91667693,703,74616236.15,0.148361975,0.942154196,6.350375119,0.089332519,1.402071199,15.6949699,0,,,,,,,,,
death,21-Jun,202126, 12-17,all_types,0,3346428,0,11216077,0,0,,,,,0,,,,,,,,,
death,21-Jun,202126,18-29,all_types,0,13055872,13,19669594,0,0.066091857,,,,,0,,,,,,,,,
death,21-Jun,202126,30-49,all_types,8,26810420,147,23973815,0.0298391,0.613168993,20.54914779,,,,0,,,,,,,,,
death,21-Jun,202126,50-64,all_types,23,24725556,288,12423848,0.093021164,2.318122372,24.92037588,,,,0,,,,,,,,,
death,21-Jun,202126,65-79,all_types,45,20218154,276,4352322.6,0.222572249,6.341441694,28.49160994,,,,1,,,,,,,,,
death,21-Jun,202126,80+,all_types,64,5931497,168,1713140.55,1.078985625,9.806550899,9.088676131,,,,1,,,,,,,,,
death,21-Jun,202126,all_ages_adj,Janssen,19,7271279,892,73015360.15,0.261302035,1.221660755,4.675282206,0.238215959,1.766037604,7.413599045,0,,,,,,,,,
death,21-Jun,202126,all_ages_adj,Moderna,35,37050100,892,73015360.15,0.094466682,1.221660755,12.93218661,0.053418,1.766037604,33.06072514,0,,,,,,,,,
death,21-Jun,202126,all_ages_adj,Pfizer,86,49691676,892,73348797.15,0.173067216,1.216107196,7.026791249,0.120306792,1.766037604,14.67945053,0,,,,,,,,,
death,21-Jun,202126,all_ages_adj,all_types,140,94087927,892,73348797.15,0.148796986,1.216107196,8.172928931,0.096305629,1.766037604,18.33784406,0,,,,,,,,,
death,21-Jul,202127, 12-17,all_types,0,3716438,1,11012152,0,0.0090809,,,,,0,,,,,,,,,
death,21-Jul,202127,18-29,all_types,0,13404985,25,19437414,0,0.128617932,,,,,0,,,,,,,,,
death,21-Jul,202127,30-49,all_types,9,27318621,219,23641954,0.0329446,0.926319373,28.11751986,,,,0,,,,,,,,,
death,21-Jul,202127,50-64,all_types,34,25018798,449,12241330,0.135897816,3.667902099,26.99014756,,,,0,,,,,,,,,
death,21-Jul,202127,65-79,all_types,86,20315998,440,4291927.6,0.423311717,10.25180388,24.21809617,,,,1,,,,,,,,,
death,21-Jul,202127,80+,all_types,120,5952735,216,1699653.55,2.015880095,12.70847227,6.304180637,,,,1,,,,,,,,,
death,21-Jul,202127,all_ages_adj,Janssen,22,7442687,1350,72001377.15,0.29559217,1.874964137,6.343077823,0.275489643,2.69517458,9.783215622,0,,,,,,,,,
death,21-Jul,202127,all_ages_adj,Moderna,87,37515144,1350,72001377.15,0.231906347,1.874964137,8.085005702,0.127341203,2.69517458,21.16498448,0,,,,,,,,,
death,21-Jul,202127,all_ages_adj,Pfizer,139,50694433,1350,72324431.15,0.274191843,1.866589171,6.807602855,0.192419838,2.695146085,14.00659161,0,,,,,,,,,
death,21-Jul,202127,all_ages_adj,all_types,249,95727575,1350,72324431.15,0.260113139,1.866589171,7.176066461,0.16548868,2.695146085,16.28598459,0,,,,,,,,,
